SN,Average
2489,32.5
2490,26
2491,32.5
2492,32.5
2493,32.5
2494,32.5
2495,32.5
2496,27.5
2497,32.5
2498,32.5
2499,170
2500,165
2501,55
2502,55
2503,75
2504,57.5
2505,125
2506,175
2507,47.5
2508,125
2509,75
2510,65
2511,65
2512,105
2513,55
2514,350
2515,205
2516,65
2517,47.5
2518,87.5
2519,75
2520,26
2521,16.5
2522,62.5
2523,175
2524,175
2525,37.5
2526,52.5
2527,57.5
2528,135
2529,85
2530,65
2531,75
2532,55
2533,205
2534,50
2535,36
2536,23.5
2537,20.5
2538,52
2539,47.5
2540,22
2541,57.5
2542,18
2543,26
2544,39
2545,45
2546,42.5
2547,52.5
2548,22
2549,20
2550,30
2551,27.5
2552,22.5
2553,22.5
2554,19
2555,32.5
2556,24
2557,32.5
2558,27.5
2559,32.5
2560,32.5
2561,32.5
2562,32.5
2563,32.5
2564,32.5
2565,170
2566,165
2567,55
2568,55
2569,75
2570,57.5
2571,125
2572,175
2573,47.5
2574,125
2575,75
2576,75
2577,65
2578,105
2579,55
2580,350
2581,205
2582,75
2583,47.5
2584,87.5
2585,65
2586,27.5
2587,16.5
2588,62.5
2589,22
2590,175
2591,175
2592,37.5
2593,47.5
2594,47.5
2595,95
2596,85
2597,65
2598,75
2599,52.5
2600,205
2601,47.5
2602,30
2603,23.5
2604,20.5
2605,52
2606,47.5
2607,37.5
2608,60
2609,21
2610,27.5
2611,37.5
2612,45
2613,95
2614,45
2615,52.5
2616,24
2617,22.5
2618,32.5
2619,27.5
2620,27.5
2621,22.5
2622,19
2623,31
2624,27
2625,32.5
2626,27.5
2627,32.5
2628,32.5
2629,32.5
2630,27.5
2631,32.5
2632,32.5
2633,190
2634,175
2635,55
2636,55
2637,75
2638,57.5
2639,125
2640,175
2641,47.5
2642,125
2643,75
2644,65
2645,65
2646,105
2647,55
2648,350
2649,195
2650,65
2651,47.5
2652,87.5
2653,55
2654,27.5
2655,16.5
2656,62.5
2657,22.5
2658,175
2659,175
2660,37.5
2661,52.5
2662,47.5
2663,125
2664,85
2665,65
2666,85
2667,55
2668,205
2669,42.5
2670,27.5
2671,27.5
2672,20.5
2673,57
2674,47.5
2675,29
2676,67.5
2677,18
2678,27.5
2679,32.5
2680,45
2681,42.5
2682,52.5
2683,24
2684,27.5
2685,38.5
2686,27.5
2687,27.5
2688,22.5
2689,19
2690,32.5
2691,26
2692,32.5
2693,27.5
2694,32.5
2695,32.5
2696,32.5
2697,27.5
2698,32.5
2699,32.5
2700,210
2701,175
2702,55
2703,57.5
2704,75
2705,47.5
2706,125
2707,175
2708,57.5
2709,125
2710,75
2711,65
2712,65
2713,105
2714,55
2715,350
2716,205
2717,75
2718,47.5
2719,87.5
2720,75
2721,22.5
2722,16.5
2723,62.5
2724,22.5
2725,175
2726,175
2727,37.5
2728,47.5
2729,37.5
2730,125
2731,85
2732,55
2733,75
2734,55
2735,205
2736,37.5
2737,27.5
2738,26.5
2739,22.5
2740,59
2741,47.5
2742,29
2743,58.5
2744,17.5
2745,22.5
2746,32.5
2747,47.5
2748,45
2749,47.5
2750,23
2751,32.5
2752,37.5
2753,29
2754,25
2755,22.5
2756,19
2757,37.5
2758,32.5
2759,32.5
2760,27.5
2761,32.5
2762,32.5
2763,32.5
2764,27.5
2765,32.5
2766,32.5
2767,210
2768,175
2769,55
2770,55
2771,75
2772,57.5
2773,125
2774,175
2775,125
2776,75
2777,70
2778,65
2779,95
2780,55
2781,350
2782,205
2783,85
2784,47.5
2785,87.5
2786,75
2787,27.5
2788,16.5
2789,62.5
2790,22.5
2791,165
2792,175
2793,37.5
2794,52.5
2795,47.5
2796,95
2797,82.5
2798,55
2799,75
2800,55
2801,230
2802,37.5
2803,31
2804,26.5
2805,22.5
2806,61
2807,47.5
2808,35
2809,62.5
2810,18
2811,27.5
2812,32.5
2813,47.5
2814,47.5
2815,52.5
2816,26
2817,34
2818,41
2819,29
2820,32.5
2821,31
2822,25
2823,32.5
2824,42.5
2825,37.5
2826,27.5
2827,42.5
2828,42.5
2829,42.5
2830,32.5
2831,42.5
2832,42.5
2833,205
2834,175
2835,55
2836,55
2837,75
2838,65
2839,125
2840,175
2841,135
2842,75
2843,65
2844,65
2845,95
2846,55
2847,350
2848,205
2849,75
2850,47.5
2851,87.5
2852,75
2853,27.5
2854,62.5
2855,22.5
2856,165
2857,175
2858,42.5
2859,47.5
2860,42.5
2861,125
2862,82.5
2863,55
2864,75
2865,55
2866,230
2867,35
2868,27.5
2869,26.5
2870,23.5
2871,61
2872,47.5
2873,32.5
2874,62.5
2875,19
2876,27.5
2877,37.5
2878,57.5
2879,52.5
2880,52.5
2881,27.5
2882,37.5
2883,42.5
2884,27.5
2885,32.5
2886,32.5
2887,25
2888,30
2889,42.5
2890,42.5
2891,30
2892,47.5
2893,47.5
2894,47.5
2895,42.5
2896,47.5
2897,47.5
2898,230
2899,175
2900,55
2901,55
2902,75
2903,57.5
2904,125
2905,165
2906,135
2907,75
2908,65
2909,65
2910,105
2911,55
2912,350
2913,205
2914,95
2915,42.5
2916,85
2917,65
2918,27.5
2919,17.5
2920,57.5
2921,22.5
2922,155
2923,175
2924,42.5
2925,47.5
2926,57.5
2927,125
2928,82.5
2929,55
2930,75
2931,55
2932,230
2933,32.5
2934,22.5
2935,26
2936,22.5
2937,61
2938,55
2939,32
2940,62.5
2941,22.5
2942,27.5
2943,32.5
2944,57.5
2945,52.5
2946,57.5
2947,27.5
2948,32.5
2949,42.5
2950,27.5
2951,27.5
2952,32.5
2953,25
2954,37.5
2955,47.5
2956,37.5
2957,32.5
2958,47.5
2959,47.5
2960,47.5
2961,42.5
2962,47.5
2963,47.5
2964,235
2965,150
2966,55
2967,55
2968,65
2969,37.5
2970,125
2971,165
2972,125
2973,9
2974,75
2975,57.5
2976,65
2977,95
2978,55
2979,350
2980,205
2981,95
2982,42.5
2983,85
2984,65
2985,27.5
2986,16.5
2987,57.5
2988,22.5
2989,65
2990,145
2991,175
2992,37.5
2993,45
2994,47.5
2995,125
2996,80
2997,55
2998,95
2999,55
3000,230
3001,19
3002,26
3003,25.5
3004,24
3005,81
3006,42.5
3007,32
3008,62.5
3009,19
3010,21
3011,22
3012,18
3013,57.5
3014,57.5
3015,32.5
3016,21
3017,22.5
3018,24.5
3019,17.5
3020,32.5
3021,27.5
3022,32.5
3023,27.5
3024,32.5
3025,22.5
3026,21
3027,65
3028,57.5
3029,65
3030,67.5
3031,71
3032,195
3033,175
3034,62.5
3035,350
3036,125
3037,52.5
3038,250
3039,26.5
3040,52.5
3041,32.5
3042,27.5
3043,27.5
3044,23.5
3045,89
3046,52.5
3047,32.5
3048,57.5
3049,17.5
3050,27.5
3051,32.5
3052,56
3053,52.5
3054,57.5
3055,19
3056,37.5
3057,42.5
3058,27.5
3059,22.5
3060,27.5
3061,25
3062,32.5
3063,42.5
3064,37.5
3065,27.5
3066,47.5
3067,47.5
3068,47.5
3069,37.5
3070,47.5
3071,47.5
3072,170
3073,175
3074,55
3075,55
3076,75
3077,47.5
3078,125
3079,175
3080,47.5
3081,125
3082,75
3083,62.5
3084,65
3085,190
3086,105
3087,45
3088,350
3089,205
3090,105
3091,42.5
3092,85
3093,75
3094,27.5
3095,16.5
3096,57.5
3097,19
3098,152.5
3099,175
3100,42.5
3101,52.5
3102,47.5
3103,130
3104,77.5
3105,57.5
3106,95
3107,55
3108,230
3109,37.5
3110,27.5
3111,27.5
3112,23.5
3113,90
3114,52.5
3115,33
3116,57.5
3117,22
3118,27.5
3119,37.5
3120,52.5
3121,52.5
3122,57.5
3123,22
3124,37.5
3125,42
3126,32.5
3127,27.5
3128,27.5
3129,28
3130,32.5
3131,42
3132,37.5
3133,27.5
3134,52.5
3135,52.5
3136,52.5
3137,42.5
3138,52.5
3139,52.5
3140,190
3141,180
3142,55
3143,52.5
3144,75
3145,32.5
3146,125
3147,155
3148,52.5
3149,125
3150,75
3151,62.5
3152,65
3153,190
3154,105
3155,55
3156,350
3157,205
3158,115
3159,42.5
3160,87.5
3161,75
3162,27.5
3163,16.5
3164,57.5
3165,37.5
3166,19
3167,65
3168,155
3169,175
3170,42.5
3171,57.5
3172,52.5
3173,135
3174,77.5
3175,55
3176,95
3177,55
3178,220
3179,37.5
3180,28.5
3181,27.5
3182,23.5
3183,89
3184,52.5
3185,37.5
3186,57.5
3187,24
3188,32.5
3189,37.5
3190,57.5
3191,57.5
3192,57.5
3193,27.5
3194,37.5
3195,42.5
3196,37.5
3197,37.5
3198,32.5
3199,29
3200,37.5
3201,52.5
3202,31
3203,57.5
3204,57.5
3205,57.5
3206,47.5
3207,57.5
3208,57.5
3209,190
3210,190
3211,55
3212,55
3213,75
3214,47.5
3215,125
3216,155
3217,47.5
3218,125
3219,75
3220,62.5
3221,65
3222,190
3223,95
3224,55
3225,350
3226,225
3227,115
3228,42.5
3229,85
3230,75
3231,27.5
3232,16.5
3233,57.5
3234,37.5
3235,19
3236,155
3237,175
3238,42.5
3239,62.5
3240,57.5
3241,190
3242,77.5
3243,57.5
3244,95
3245,55
3246,230
3247,57.5
3248,37.5
3249,28.5
3250,24.5
3251,87.5
3252,52.5
3253,32.5
3254,57.5
3255,27.5
3256,27.5
3257,32.5
3258,55
3259,52.5
3260,52.5
3261,27.5
3262,32.5
3263,42.5
3264,32.5
3265,35
3266,32.5
3267,29
3268,32.5
3269,40
3270,37.5
3271,27.5
3272,57.5
3273,57.5
3274,57.5
3275,47.5
3276,57.5
3277,57.5
3278,210
3279,190
3280,55
3281,145
3282,55
3283,75
3284,47.5
3285,125
3286,155
3287,57.5
3288,125
3289,75
3290,62.5
3291,65
3292,190
3293,85
3294,55
3295,350
3296,210
3297,125
3298,42.5
3299,77.5
3300,65
3301,22.5
3302,16.5
3303,57.5
3304,37.5
3305,19
3306,65
3307,155
3308,175
3309,57.5
3310,62.5
3311,57.5
3312,145
3313,77.5
3314,57.5
3315,95
3316,55
3317,230
3318,57.5
3319,32.5
3320,29.5
3321,24.5
3322,82.5
3323,52.5
3324,39
3325,55
3326,27.5
3327,31
3328,37.5
3329,55
3330,65
3331,52.5
3332,22.5
3333,32.5
3334,42
3335,31
3336,32.5
3337,29
3338,29
3339,47.5
3340,47.5
3341,32.5
3342,27.5
3343,57.5
3344,57.5
3345,57.5
3346,47.5
3347,57.5
3348,57.5
3349,190
3350,190
3351,55
3352,147.5
3353,55
3354,75
3355,57.5
3356,125
3357,155
3358,47.5
3359,125
3360,75
3361,62.5
3362,67.5
3363,190
3364,85
3365,55
3366,350
3367,225
3368,145
3369,42.5
3370,75
3371,67.5
3372,22.5
3373,16.5
3374,57.5
3375,37.5
3376,19
3377,65
3378,155
3379,175
3380,57.5
3381,65
3382,57.5
3383,155
3384,77.5
3385,52.5
3386,87.5
3387,55
3388,230
3389,57.5
3390,37.5
3391,29.5
3392,24.5
3393,82.5
3394,52.5
3395,37.5
3396,57.5
3397,27.5
3398,27.5
3399,37.5
3400,57.5
3401,62.5
3402,47.5
3403,22.5
3404,32.5
3405,42.5
3406,32.5
3407,37.5
3408,32.5
3409,29
3410,37.5
3411,50
3412,37.5
3413,27.5
3414,57.5
3415,57.5
3416,57.5
3417,47.5
3418,57.5
3419,57.5
3420,190
3421,210
3422,55
3423,145
3424,55
3425,75
3426,52.5
3427,125
3428,165
3429,47.5
3430,8.5
3431,75
3432,62.5
3433,67.5
3434,190
3435,85
3436,55
3437,350
3438,145
3439,42.5
3440,85
3441,75
3442,22.5
3443,19
3444,57.5
3445,37.5
3446,19
3447,65
3448,155
3449,175
3450,52.5
3451,62.5
3452,57.5
3453,110
3454,77.5
3455,52.5
3456,87.5
3457,55
3458,230
3459,57.5
3460,40
3461,29.5
3462,24.5
3463,81
3464,52.5
3465,37.5
3466,57.5
3467,29
3468,27.5
3469,32.5
3470,52.5
3471,57.5
3472,52.5
3473,27.5
3474,37.5
3475,41
3476,29
3477,29
3478,29
3479,29
3480,42.5
3481,52.5
3482,37.5
3483,22.5
3484,57.5
3485,57.5
3486,57.5
3487,47.5
3488,57.5
3489,57.5
3490,205
3491,210
3492,55
3493,145
3494,55
3495,75
3496,47.5
3497,125
3498,165
3499,47.5
3500,125
3501,75
3502,67.5
3503,65
3504,190
3505,85
3506,65
3507,170
3508,210
3509,145
3510,42.5
3511,75
3512,75
3513,22.5
3514,17.5
3515,57.5
3516,37.5
3517,19
3518,65
3519,185
3520,175
3521,47.5
3522,65
3523,47.5
3524,130
3525,77.5
3526,52.5
3527,87.5
3528,55
3529,220
3530,57.5
3531,42
3532,31
3533,26.5
3534,77.5
3535,37.5
3536,42
3537,52.5
3538,27.5
3539,30
3540,32.5
3541,52.5
3542,57.5
3543,42.5
3544,27.5
3545,32.5
3546,42
3547,29
3548,30
3549,29
3550,27.5
3551,32.5
3552,42.5
3553,37.5
3554,19
3555,67.5
3556,67.5
3557,67.5
3558,67.5
3559,67.5
3560,67.5
3561,190
3562,225
3563,55
3564,95
3565,55
3566,75
3567,57.5
3568,135
3569,175
3570,57.5
3571,125
3572,75
3573,62.5
3574,65
3575,190
3576,95
3577,55
3578,350
3579,225
3580,145
3581,42.5
3582,85
3583,75
3584,27.5
3585,19
3586,57.5
3587,37.5
3588,19
3589,75
3590,185
3591,175
3592,67.5
3593,67.5
3594,62.5
3595,155
3596,82.5
3597,57.5
3598,87.5
3599,55
3600,220
3601,47.5
3602,32.5
3603,31
3604,26.5
3605,77.5
3606,52.5
3607,41
3608,47.5
3609,27.5
3610,27.5
3611,42.5
3612,45
3613,47.5
3614,42.5
3615,27.5
3616,32.5
3617,41
3618,27.5
3619,27.5
3620,27.5
3621,28
3622,32.5
3623,45
3624,39
3625,16
3626,62.5
3627,62.5
3628,62.5
3629,52.5
3630,62.5
3631,62.5
3632,190
3633,225
3634,55
3635,95
3636,55
3637,75
3638,57.5
3639,125
3640,155
3641,57.5
3642,125
3643,75
3644,62.5
3645,65
3646,190
3647,85
3648,55
3649,350
3650,195
3651,145
3652,42.5
3653,85
3654,65
3655,22.5
3656,22.5
3657,57.5
3658,32.5
3659,19
3660,65
3661,175
3662,175
3663,72.5
3664,65
3665,62.5
3666,125
3667,82.5
3668,57.5
3669,87.5
3670,55
3671,230
3672,52.5
3673,30
3674,31
3675,27.5
3676,77.5
3677,57.5
3678,42
3679,45
3680,27.5
3681,27.5
3682,37.5
3683,52.5
3684,57.5
3685,47.5
3686,27.5
3687,32.5
3688,41
3689,32.5
3690,27.5
3691,31
3692,31
3693,37.5
3694,40
3695,37.5
3696,16.5
3697,62.5
3698,62.5
3699,62.5
3700,47.5
3701,62.5
3702,62.5
3703,190
3704,225
3705,55
3706,95
3707,55
3708,65
3709,47.5
3710,125
3711,155
3712,62.5
3713,125
3714,75
3715,65
3716,65
3717,190
3718,75
3719,55
3720,400
3721,205
3722,145
3723,42.5
3724,85
3725,72.5
3726,27.5
3727,22.5
3728,55
3729,37.5
3730,22.5
3731,65
3732,175
3733,175
3734,72.5
3735,67.5
3736,57.5
3737,125
3738,82.5
3739,57.5
3740,87.5
3741,55
3742,230
3743,42.5
3744,30
3745,31
3746,27
3747,77.5
3748,57.5
3749,42.5
3750,52.5
3751,29
3752,27.5
3753,42.5
3754,39
3755,62.5
3756,47.5
3757,27.5
3758,32.5
3759,39
3760,29
3761,22.5
3762,27.5
3763,29
3764,32.5
3765,37.5
3766,37.5
3767,16
3768,57.5
3769,57.5
3770,57.5
3771,47.5
3772,57.5
3773,57.5
3774,190
3775,225
3776,55
3777,95
3778,55
3779,75
3780,57.5
3781,125
3782,155
3783,57.5
3784,125
3785,75
3786,67.5
3787,65
3788,190
3789,75
3790,55
3791,450
3792,205
3793,42.5
3794,85
3795,65
3796,27.5
3797,22.5
3798,55
3799,32.5
3800,23
3801,65
3802,155
3803,175
3804,77.5
3805,67.5
3806,57.5
3807,135
3808,77.5
3809,57.5
3810,87.5
3811,55
3812,230
3813,37.5
3814,36
3815,31
3816,26.5
3817,81
3818,57.5
3819,42
3820,52.5
3821,27.5
3822,27.5
3823,37.5
3824,52.5
3825,57.5
3826,42.5
3827,27.5
3828,27.5
3829,39
3830,22.5
3831,22.5
3832,29
3833,30
3834,37.5
3835,42.5
3836,37.5
3837,16.5
3838,57.5
3839,57.5
3840,57.5
3841,47.5
3842,57.5
3843,57.5
3844,109
3845,190
3846,55
3847,105
3848,55
3849,75
3850,55
3851,125
3852,175
3853,57.5
3854,125
3855,75
3856,62.5
3857,65
3858,190
3859,95
3860,55
3861,450
3862,205
3863,42.5
3864,95
3865,75
3866,27.5
3867,22.5
3868,57.5
3869,27.5
3870,22.5
3871,155
3872,175
3873,77.5
3874,60
3875,57.5
3876,130
3877,77.5
3878,57.5
3879,87.5
3880,55
3881,220
3882,37.5
3883,32.5
3884,31
3885,27.5
3886,77.5
3887,57.5
3888,42
3889,52.5
3890,32.5
3891,27.5
3892,37.5
3893,52.5
3894,52.5
3895,52.5
3896,27.5
3897,22.5
3898,37.5
3899,22.5
3900,22.5
3901,29
3902,29
3903,37.5
3904,47.5
3905,37.5
3906,15
3907,62.5
3908,62.5
3909,62.5
3910,47.5
3911,62.5
3912,62.5
3913,190
3914,225
3915,55
3916,95
3917,55
3918,65
3919,57.5
3920,125
3921,165
3922,57.5
3923,125
3924,9.5
3925,75
3926,67.5
3927,65
3928,190
3929,95
3930,55
3931,450
3932,205
3933,42.5
3934,95
3935,65
3936,27.5
3937,22.5
3938,52.5
3939,27.5
3940,22.5
3941,65
3942,155
3943,175
3944,75
3945,67.5
3946,57.5
3947,135
3948,77.5
3949,67.5
3950,87.5
3951,55
3952,215
3953,37.5
3954,32.5
3955,31.5
3956,26.5
3957,77.5
3958,57.5
3959,42.5
3960,52.5
3961,27.5
3962,27.5
3963,32.5
3964,52.5
3965,62.5
3966,57.5
3967,27.5
3968,27.5
3969,32.5
3970,22.5
3971,27.5
3972,29
3973,29
3974,32.5
3975,47.5
3976,15
3977,57.5
3978,57.5
3979,57.5
3980,47.5
3981,57.5
3982,57.5
3983,190
3984,225
3985,55
3986,95
3987,55
3988,75
3989,57.5
3990,125
3991,155
3992,57.5
3993,125
3994,75
3995,67.5
3996,65
3997,190
3998,95
3999,55
4000,450
4001,205
4002,42.5
4003,75
4004,65
4005,27.5
4006,55
4007,27.5
4008,22.5
4009,65
4010,145
4011,175
4012,67.5
4013,65
4014,57.5
4015,125
4016,77.5
4017,52.5
4018,87.5
4019,55
4020,220
4021,40
4022,37.5
4023,31.5
4024,27.5
4025,79
4026,57.5
4027,42
4028,47.5
4029,32.5
4030,27.5
4031,37.5
4032,45
4033,62.5
4034,57.5
4035,27.5
4036,32.5
4037,37.5
4038,22.5
4039,22.5
4040,37.5
4041,32.5
4042,42.5
4043,77.5
4044,37.5
4045,13.5
4046,57.5
4047,57.5
4048,57.5
4049,47.5
4050,57.5
4051,57.5
4052,190
4053,225
4054,55
4055,95
4056,55
4057,75
4058,57.5
4059,125
4060,155
4061,57.5
4062,125
4063,75
4064,67.5
4065,65
4066,190
4067,95
4068,55
4069,350
4070,195
4071,42.5
4072,95
4073,75
4074,32.5
4075,55
4076,27.5
4077,22.5
4078,65
4079,145
4080,185
4081,72.5
4082,67.5
4083,57.5
4084,125
4085,77.5
4086,57.5
4087,87.5
4088,65
4089,220
4090,42.5
4091,42.5
4092,31
4093,26.5
4094,80
4095,55
4096,55
4097,65
4098,37.5
4099,32.5
4100,52.5
4101,62.5
4102,75
4103,32.5
4104,32.5
4105,42.5
4106,22.5
4107,32.5
4108,37.5
4109,32.5
4110,47.5
4111,37.5
4112,15
4113,52.5
4114,52.5
4115,52.5
4116,47.5
4117,52.5
4118,52.5
4119,190
4120,225
4121,55
4122,95
4123,55
4124,75
4125,57.5
4126,125
4127,155
4128,52.5
4129,135
4130,75
4131,65
4132,65
4133,190
4134,95
4135,55
4136,350
4137,195
4138,42.5
4139,85
4140,65
4141,47.5
4142,55
4143,27.5
4144,22.5
4145,65
4146,145
4147,185
4148,110
4149,67.5
4150,52.5
4151,125
4152,77.5
4153,57.5
4154,87.5
4155,55
4156,220
4157,42.5
4158,42.5
4159,31.5
4160,26.5
4161,77.5
4162,57.5
4163,52.5
4164,60
4165,32.5
4166,27.5
4167,37.5
4168,52.5
4169,62.5
4170,65
4171,27.5
4172,32.5
4173,32.5
4174,22.5
4175,32.5
4176,32.5
4177,37.5
4178,32.5
4179,52.5
4180,95
4181,37.5
4182,15
4183,52.5
4184,52.5
4185,52.5
4186,47.5
4187,52.5
4188,52.5
4189,215
4190,175
4191,55
4192,155
4193,55
4194,65
4195,57.5
4196,125
4197,155
4198,52.5
4199,155
4200,75
4201,67.5
4202,65
4203,190
4204,95
4205,65
4206,350
4207,210
4208,42.5
4209,85
4210,75
4211,37.5
4212,80
4213,27.5
4214,22.5
4215,65
4216,125
4217,172.5
4218,95
4219,72.5
4220,57.5
4221,135
4222,77.5
4223,57.5
4224,87.5
4225,55
4226,220
4227,42.5
4228,47.5
4229,31.5
4230,27.5
4231,82.5
4232,62.5
4233,42.5
4234,42.5
4235,27.5
4236,27.5
4237,32.5
4238,47.5
4239,57.5
4240,65
4241,27.5
4242,27.5
4243,37.5
4244,22.5
4245,27.5
4246,32.5
4247,37.5
4248,32.5
4249,47.5
4250,77.5
4251,37.5
4252,16
4253,47.5
4254,47.5
4255,47.5
4256,42.5
4257,47.5
4258,47.5
4259,255
4260,225
4261,55
4262,155
4263,55
4264,75
4265,47.5
4266,125
4267,155
4268,47.5
4269,125
4270,75
4271,67.5
4272,65
4273,190
4274,105
4275,65
4276,350
4277,205
4278,47.5
4279,95
4280,75
4281,27.5
4282,95
4283,27.5
4284,22.5
4285,65
4286,125
4287,172.5
4288,95
4289,72.5
4290,47.5
4291,125
4292,77.5
4293,57.5
4294,87.5
4295,55
4296,230
4297,47.5
4298,52.5
4299,32.5
4300,27.5
4301,82.5
4302,62.5
4303,52.5
4304,55
4305,37.5
4306,27.5
4307,37.5
4308,57.5
4309,62.5
4310,75
4311,22.5
4312,32.5
4313,42.5
4314,27.5
4315,37.5
4316,37.5
4317,37.5
4318,27.5
4319,57.5
4320,75
4321,37.5
4322,15
4323,52.5
4324,52.5
4325,52.5
4326,52.5
4327,52.5
4328,52.5
4329,255
4330,225
4331,55
4332,145
4333,55
4334,75
4335,57.5
4336,125
4337,155
4338,57.5
4339,125
4340,75
4341,65
4342,65
4343,190
4344,95
4345,65
4346,350
4347,205
4348,42.5
4349,75
4350,75
4351,27.5
4352,95
4353,27.5
4354,22.5
4355,65
4356,125
4357,172.5
4358,85
4359,70
4360,57.5
4361,125
4362,87.5
4363,65
4364,87.5
4365,55
4366,225
4367,44
4368,53
4369,31.5
4370,27.5
4371,79
4372,57.5
4373,47.5
4374,42.5
4375,32.5
4376,32.5
4377,27.5
4378,52.5
4379,65
4380,75
4381,27.5
4382,37.5
4383,46.5
4384,22.5
4385,32.5
4386,32.5
4387,37.5
4388,22.5
4389,45
4390,85
4391,37.5
4392,16
4393,47.5
4394,47.5
4395,47.5
4396,42.5
4397,47.5
4398,47.5
4399,190
4400,225
4401,55
4402,145
4403,55
4404,95
4405,52.5
4406,125
4407,155
4408,52.5
4409,125
4410,77.5
4411,67.5
4412,65
4413,190
4414,95
4415,55
4416,350
4417,205
4418,42.5
4419,85
4420,75
4421,47.5
4422,27.5
4423,65
4424,27.5
4425,22.5
4426,65
4427,125
4428,172.5
4429,85
4430,72.5
4431,52.5
4432,125
4433,97.5
4434,72.5
4435,87.5
4436,57.5
4437,230
4438,47.5
4439,57.5
4440,31.5
4441,27.5
4442,81
4443,52.5
4444,42.5
4445,42.5
4446,32.5
4447,27.5
4448,37.5
4449,52.5
4450,62.5
4451,75
4452,27.5
4453,46.5
4454,46.5
4455,27.5
4456,27.5
4457,32.5
4458,37.5
4459,27.5
4460,42.5
4461,85
4462,37.5
4463,15
4464,52.5
4465,52.5
4466,52.5
4467,47.5
4468,52.5
4469,52.5
4470,187.5
4471,190
4472,55
4473,145
4474,55
4475,125
4476,57.5
4477,125
4478,155
4479,57.5
4480,125
4481,75
4482,65
4483,65
4484,190
4485,95
4486,55
4487,350
4488,195
4489,42.5
4490,85
4491,75
4492,37.5
4493,45
4494,65
4495,27.5
4496,27.5
4497,65
4498,145
4499,172.5
4500,77.5
4501,67.5
4502,52.5
4503,125
4504,117.5
4505,75
4506,87.5
4507,55
4508,230
4509,47.5
4510,47
4511,31.5
4512,27.5
4513,81
4514,57.5
4515,43.5
4516,47.5
4517,32.5
4518,27.5
4519,37.5
4520,55
4521,75
4522,43.5
4523,37.5
4524,32.5
4525,52.5
4526,27.5
4527,32.5
4528,37.5
4529,37.5
4530,22.5
4531,57.5
4532,85
4533,37.5
4534,15
4535,47.5
4536,47.5
4537,47.5
4538,42.5
4539,47.5
4540,47.5
4541,165
4542,175
4543,55
4544,145
4545,55
4546,145
4547,52.5
4548,125
4549,145
4550,47.5
4551,125
4552,77.5
4553,67.5
4554,65
4555,190
4556,95
4557,55
4558,350
4559,190
4560,42.5
4561,85
4562,65
4563,57.5
4564,35
4565,57.5
4566,27.5
4567,27.5
4568,65
4569,145
4570,172.5
4571,77.5
4572,72.5
4573,52.5
4574,125
4575,117.5
4576,77.5
4577,87.5
4578,55
4579,230
4580,42.5
4581,40
4582,31.5
4583,27.5
4584,82.5
4585,52.5
4586,43
4587,42.5
4588,32.5
4589,27.5
4590,37.5
4591,47.5
4592,60
4593,37.5
4594,32.5
4595,32.5
4596,52.5
4597,27.5
4598,32.5
4599,32.5
4600,37.5
4601,22.5
4602,42.5
4603,85
4604,37.5
4605,13
4606,52.5
4607,52.5
4608,52.5
4609,47.5
4610,52.5
4611,52.5
4612,175
4613,175
4614,55
4615,145
4616,55
4617,125
4618,52.5
4619,125
4620,155
4621,52.5
4622,125
4623,77.5
4624,67.5
4625,65
4626,190
4627,95
4628,55
4629,350
4630,210
4631,42.5
4632,85
4633,75
4634,47.5
4635,32.5
4636,57.5
4637,27.5
4638,27.5
4639,65
4640,145
4641,172.5
4642,85
4643,90
4644,52.5
4645,95
4646,117.5
4647,77.5
4648,87.5
4649,55
4650,230
4651,42.5
4652,39
4653,31
4654,26.5
4655,87.5
4656,57.5
4657,42.5
4658,42.5
4659,37.5
4660,27.5
4661,47.5
4662,47.5
4663,57.5
4664,57.5
4665,32.5
4666,32.5
4667,52.5
4668,22.5
4669,27.5
4670,32.5
4671,37.5
4672,22.5
4673,52.5
4674,85
4675,37.5
4676,13
4677,52.5
4678,52.5
4679,52.5
4680,47.5
4681,52.5
4682,52.5
4683,175
4684,190
4685,55
4686,145
4687,55
4688,145
4689,47.5
4690,125
4691,155
4692,52.5
4693,155
4694,77.5
4695,67.5
4696,65
4697,190
4698,95
4699,55
4700,350
4701,210
4702,42.5
4703,85
4704,75
4705,37.5
4706,57.5
4707,27.5
4708,22.5
4709,65
4710,145
4711,172.5
4712,85
4713,75
4714,52.5
4715,85
4716,117.5
4717,77.5
4718,87.5
4719,55
4720,230
4721,34
4722,37.5
4723,30.5
4724,26.5
4725,87.5
4726,57.5
4727,42.5
4728,42.5
4729,32.5
4730,27.5
4731,37.5
4732,45
4733,50
4734,42.5
4735,37.5
4736,32.5
4737,52.5
4738,27.5
4739,22.5
4740,32.5
4741,37.5
4742,22.5
4743,42.5
4744,85
4745,37.5
4746,13
4747,42.5
4748,42.5
4749,42.5
4750,42.5
4751,42.5
4752,42.5
4753,155
4754,225
4755,55
4756,145
4757,55
4758,155
4759,47.5
4760,125
4761,155
4762,47.5
4763,155
4764,77.5
4765,67.5
4766,57.5
4767,77.5
4768,55
4769,350
4770,210
4771,42.5
4772,85
4773,75
4774,42.5
4775,57.5
4776,27.5
4777,22.5
4778,65
4779,145
4780,167.5
4781,85
4782,85
4783,47.5
4784,95
4785,117.5
4786,77.5
